name,gender
"LIE PO TIN","female"
"H.KAMAZWAR","male"
"R0BINGAH","female"
"INAH NURHAYATI","female"
"DEWI LISTRIANI","female"
"SALIM","male"
"ARIF ALAMSYAH","male"
"M.GUNTUR","male"
"YENNY OCTAVIANY","female"
"JOE JULIANA","female"
"THONG LIE KIAN","female"
"YUNITA MANDASARI","female"
"EKA FATIMAH","female"
"TEDDY UTOYO","male"
"HERU KURNIADI","male"
"KERRY PRATIWIHARJA","male"
"MYRNA BASTIAN","female"
"BESTARI DAMAWATI","female"
"PURWATININGSIH","female"
"JULAEKHA","female"
"SUKRI","male"
"RANI DWI PRATIWI","female"
"KWOK WAI KIN","male"
"MUNTOFIYAH","female"
"ACHMAD SYAMSURI MUDA A P","male"
"SOFYAN HADI","male"
"GENTA ALIEF ARKANSYAH","male"
"SRI WELTY","female"
"KIARA KRISANDA PUTRILIA","female"
"BENYAMIN KAWIRAN","male"
"HERDIYANTI SUKMARINI","female"
"MIYANE SOEKSMONO SOEMITRO","female"
"TEUKU NASRULLAH","male"
"YANUAR FIKRI","male"
"HERLINA WIHARDJO","female"
"SORAYA MOHEDE","female"
"SUPATMI","female"
"KIKI RIZKI","female"
"RASILEM","female"
"ADE AMELIA","female"
"MURSIAH","female"
"MUTI ARINI","female"
"NY SRI HARTINI","female"
"MUHAMMAD MUKRI","male"
"SETIATI KARTIKA PUTRI","female"
"MARSISWARLITA","female"
"C.E. KUSHARYATI","female"
"AURELIA ANJANI W.","female"
"DRG.RUBY KARYADI.MPA.","female"
"AGUS AKHMAT MAULANA","male"
"NY.HERRY SAJEKTI","female"
"SITI MARYAM","female"
"M.A.SRI LESTARI.W","female"
"TANTHAWI AZHARI PANE","male"
"NIKITA FIMA ATRIYU","female"
"MINARNI WIYONO","female"
"RIDA PELITANINGSIH","female"
"SANTRI HUSIN","female"
"YUNANI","female"
"BADRIADI J.","male"
"NY A A AYU PURNIATHI","female"
"IRENE SANDRA SIMANJUNTAK","female"
"M.AKHSAN AL MALIKI","male"
"LIONINDRA IRWANTY HARVIANA","female"
"MARINA EKA APRILLYA","female"
"AHMAD SON HAJI","male"
"ROHISA S","female"
"AYU WIRA UTAMI","female"
"IAN SETIANTO","male"
"NUR QOMARIA TAYIBNAPIS,SE","female"
"IRNI SOFIANI","female"
"NY EVIE M BASIANG TAAS","female"
"MICHAEL KURNIAWAN","male"
"VERONICA EMERALDA S","female"
"NUNUNG ENDAYANI","female"
"OLIVIN","male"
"E.NOVIATI RUMINI","female"
"ROSIYANA","female"
"ROBERTUS ATHANTYO KUSUMO","male"
"SAMANIH","male"
"LIE FUAD FULDIYANTO","male"
"SURYATI","female"
"TUGIMIN","male"
"DEDI JUNAEDI","male"
"HANDIKA RIANI","female"
"IR H DEDDY FAHMI P.","male"
"ALVIANA NINGTIAS","female"
"M. ALIP KADAPI","male"
"RAPHAEL JOSEPH PESIK","male"
"HANA SEPTI CHAIRANI","female"
"NOVA YENTI","female"
"KUKUH SATOPO WISNUGROHO","male"
"JOSEPH WAHYUDI","male"
"MARIANI SETIAWAN","female"
"TATANG DARMAWIDJAYA","male"
"MAHATMA ABIYOSO PANULUH","male"
"SUBHAN","male"
"MARDI WIDJAJA","male"
"MIRA WIDJAJA","female"
"T.FERIAL YUZAR ANWARSYAH","male"
"GATOT WIDARNO SADARYO","male"
"",""
"MUHAMMAD FAJAR MUSANA","male"
"REZHA NUGRAHAWATI","female"
"DRS TITUS WAHYU DEWANTO","male"
"TANYA SHARITA","female"
"HANNY FAUZIYAH","female"
"KENNY MUKHAFARIZUR RAHMAN","male"
"SILVIA WIJAYA LIE","female"
"ANGGRYA MAHARDI THANINGTYAS","female"
"DR ROESTINI CH ANWAR MP","female"
"M. BACHRUN","male"
"SENDY OCTAVIA","female"
"NENNI SABILLAH","female"
"GRACE LIE","female"
"HENNY H SAKKA","female"
"AJENG FARAH ARIBAH","female"
"P U R N I","female"
"RIDHO MURSIHADI","male"
"MURFA DEVI","female"
"BARITO RIVERA S","male"
"DESNA ELIZA","female"
"DIAN AYU PERMATASARI","female"
"SHUFY GULAM","male"
"HERMAN A","male"
"PUDJI RAHAYU","female"
"SANTY FRANSISCA","female"
"MAKMUR BARUS","male"
"NURUL HAYATI","female"
"AHMAD EFFENDI","male"
"ARIE LIADIGA","male"
"INTAN NURILAM","female"
"NY.EVITA E.SINGGIH","female"
"SALINA","female"
"DINA AGUSTINA","female"
"BAYU KALYANA KESUMA","male"
"ADIAN TRI BASUKI NURSETO","male"
"HASANURDIN","male"
"RIQQAH JAMILAH","female"
"NIRMALA DEWI","female"
"",""
"UUN TARYUNAH","female"
"ELISA MARLIANA","female"
"JAENAB","female"
"ISWARI FAHMA","female"
"CHRISTINA WIRIAHARJA","female"
"JUBAEDAH","female"
"RINALDI TANJUNG","male"
"TRI ADI CHESAR MAHENDRA","male"
"PARDI","male"
"NURLAILA","female"
"EVAYANI","female"
"SHINTA AZARIA S SUBANDRIO","female"
"EMMANUEL ALVINO","male"
"FATHUR RAHMAN","male"
"RUSMONO","male"
"FITRIYAH","female"
"ABDUL KAHFI","male"
"SUKRIANTO","male"
"MUHAMMAD IKBAL","male"
"FRANSISCA REKYAN MAYA","female"
"HANNY NYLA DIANA","female"
"SIDIK HARIYONO","male"
"MARYANI","female"
"JIMMY SETIAWAN","male"
"RICO ANSHARI SEMBIRING","male"
"ROSITI BT H IKIN","female"
"",""
"LIM JEUH HWIE","female"
"RINYAH","female"
"IRIN MARYAM RUFAEDAH SIREGAR","female"
"WASILA","female"
"KIKI SRI REJEKI SH","female"
"ROSIANA TARUNI","female"
"NY RATNA SUTRISNO","female"
"RAHMAH AMALINA","female"
"MARIA ULFA","female"
"MERLINDA SUNI WIJAYA","female"
"MAISAROH","female"
"EVELYN AGUS","female"
"URAN TUMBORANG","male"
"MUHAMMAD SADDAM HUSSEIN","male"
"AGUNG ISWAHYUDI","male"
"RIDWAN FIRMANSYAH","male"
"M.S.MUSTAFA","male"
"TJOET RACHMAN","male"
"PIPIN NOVITA","female"
"PRIAMBODO","male"
"SISCA DESI ARIANI","female"
"IR HASAN MARUF MAKKY","male"
"DEBBY PUTRA PRAYUDI","male"
"SOPAR SINAMBELA","male"
"ROSANAH","female"
"JOHN CALVIN NILAM","male"
"ENRICA ARIESTIA.PS","female"
"ANTON SOERJADY","male"
"RUKIAH","female"
"DASRI","female"
"INDAH YATI","female"
"LOUISE PESIK","female"
"STANLEY FALENTINO","male"
"DRS.EDDY DJUNAEDI SH.MBA","male"
"MISNI","female"
"EKA RAHAYU WAGIYATI","female"
"LIE GWAT KIAUW HEDWIG N","female"
"IR BERNADETTE WIDIASTUTI","female"
"PENDHY","male"
"EUGIENNE H SIMANDJUNTAK","female"
"IWAN SETIADI","male"
"FATONIH","male"
"JUHAENI","female"
"TINA DWI PRASTIWI","female"
"RIZAL","male"
"IR.H SOENDJOTO.MSC.SOC","male"
"QOYYIMAH","female"
"NANANG KURNIAWAN","male"
"ESTHER APRILIA SUTJIUTAMA","female"
"MARDHA TILLAH","female"
"DWI RENYA ROOSARIA SH","female"
"YOSWASITO RAHARDJO","male"
"MYRA HARWANTI","female"
"H N SALBIAH","female"
"BAYU BAGUS JAYADI","male"
"",""
"HELMI","male"
"TIMMY KUSMAYADI","male"
"MEISHENDY. A","male"
"AHMAD FIRDAUS","male"
"AKHMAD ZAENI","male"
"MUHAMMAD MUDAKIR","male"
"RIKI DARMA","male"
"BAMBANG HERNAWAN","male"
"HENI SULISTYOWATI, SE","female"
"INGGAR ARIE MUKTI","male"
"HENNY RAHMAWATI","female"
"KARMILA FEBRIANTY","female"
"HERRY SUHARYONO","male"
"ASMADI","male"
"JANUARI ROHAINI","female"
"ANGGITA VINANTIA","female"
"H MASHUD","male"
"FAJAR HARPANSYAH","male"
"APRILIA NURAKHMANI PUTRI","female"
"HERMANTO SUMADI","male"
"SRI MULJATI","female"
"NURHAYATI BUDY S","female"
"RR NOEKE HANDAYANI","female"
"NURYANTI ZAENAB","female"
"AHMAD ROMDHONI","male"
"PAWIT ROYCHAN SYUKUR","male"
"NURJANAH","female"
"ANDJASMORO PANGESTU","male"
"MEILIZA AKBAR","male"
"HENDRA GUNAWAN.A.MD","male"
"DIAH APRIYANI","female"
"PUTRI DHIVA HARUM SARI","female"
"ZAHRIAH","female"
"RICKY IRAWAN","male"
"HARTI","female"
"SETIAWAN JANI","male"
"ANDI SUKWANTO","male"
"MICHAEL SETIADINATA","male"
"IRFAN ERDHANI","male"
"DENDY SUHAENDY","male"
"KARINA MEILANI","female"
"NATALIA RANTY","female"
"ADINDA NATALIA","female"
"AGUSTI RANDA","male"
"SUNGKONO HONORIS","male"
"MUHAMMAD AKBAR","male"
"ANDRIJANI","female"
"YESY SYAFARINA A.NDREYANTIE","female"
"ASELIH","male"
"TAMA KARTIKA PRANATA","female"
"DRS SARDJONO SIGIT","male"
"AMANDA ASTRIDITA","female"
"YUYUT TAJUDIN","male"
"SOFYAN SUHARI","male"
"AGUS BUDIARTO","male"
"DRS SAMBUDI","male"
"IRFANSYAH ARYABIMA UMAR","male"
"FEBRI IRDAYANI","female"
"YAFET MARENDRA SUTANTO","male"
"EDOWATI PURNAMA DEWI H","female"
"EUGENE KIM SISWANTO","male"
"WAHYUDI P.AFFANDI","male"
"LIANDRA ADE PUTRA","male"
"MULYADI","male"
"AHMAD JAZULI","male"
"SYAFIIH","male"
"RUSDY SYARIEF","male"
"CEPI APRIANA","male"
"M.RAYA","male"
"ADE JUBAEDAH","female"
"AGUSIAN NORWANTO","male"
"MEGAH SARI","female"
"LAURA MULIANA SILALAHI","female"
"MOERMAHADI SOERJA DJANEGARA","male"
"",""
"MAULUD SAPUTRA","male"
"SATRIA GINTING","male"
"LEON ATMODJO PAGESTOE","male"
"LYRA VANIA","female"
"AMANDA RAZAAN","female"
"ABDUL AZIS","male"
"EFA RELITA","female"
"BAGUS ADI PRATOMO","male"
"ERICK SUTANTO","male"
"DJEMONO","male"
"",""
"R.MASTRI SUDIBYO","male"
"DIRA ARIEANTI","female"
"INDRIANTO ADI PRIBADI, SH","male"
"ASRIZAL","male"
"AULIA NESFITA ANDRI","female"
"RACHEL AMANDA AURORA","female"
"ZAHRO","female"
"HJ. SITI HADIDJAH KARTIWA","female"
"LINDA SUPRIYAH","female"
"AGUSTINE ANINDYA W","female"
"INDRA ADISAPUTRA","male"
"SURONO","male"
"DARMAWAN TJAHJADI","male"
"TITI HAYATI S","female"
"SURYANI AMINAH","female"
"MEGAN EMILY SANTOSO","female"
"MUJIONO","male"
"NURJANAH","female"
"DEDE RAMDANI","male"
"ULFAH SYA'ADAH","female"
"MURSANIH","female"
"RATNA WULANDARI","female"
"DEDE KURNIAWAN","male"
"",""
"YASMINDA KANIPUTRI","female"
"TIRTA UWAY WINARTA","male"
"HUSNUL KHATIMAH","female"
"RATNA AFNI CHAERANI","female"
"STIF RIDAL","male"
"SYARIPUDIN","male"
"CICIN KURAENI","female"
"ASIKIN","male"
"ANDRE CHRISTIAN","male"
"ANASTASHA INGRID W.HUTAGALUNG","female"
"ANYA VASHTI PUTRI","female"
"RIYANTO","male"
"MURIETA ANDRI","male"
"MIYATUN.","female"
"DENI SISWOYO","male"
"MEYNASTA IHDINA","female"
"JOIS FERDINANDUS","male"
"YURIKA DEWI","female"
"ALIF GAMMA","male"
"KRYSTLE OENTORO","female"
"LILIJANTI HIDAJAT","female"
"ISMAIL","male"
"KWAN BENNY AHADI","male"
"WILDATUN HASANAH","female"
"DAVID CHRISTIAN SOERJANTO","male"
"",""
"ANDREA LUCMAN","female"
"IRMAYANI","female"
"M A N T O","male"
"DR.WASISTA BUDIWALUYO","male"
"GIYANTI","female"
"AS'AD SYAMSUL ARIFIEN","male"
"NY. HJ. ZURMAH ABDUL MULUK","female"
"SAIMAH","female"
"WINARSIH SURYAWIDJAJA","female"
"ADERINA","female"
"ARNANDO AKMAL WIDIA P.","male"
"DODDY PRASETYA HADINATA","male"
"SAIPUDIN","male"
"KARTI SUWARI SUNARSO","female"
"FIRDAUS MUKSIN","male"
"ANNISA BEAUTY","female"
"ASMAUL HUSNA","female"
"FAZIRIYAH","female"
"DEDDY WIJAYA KUSUMAH","male"
"SARTONO HUTABARAT","male"
"NY.DOLLY J LUCMAN","female"
"ARYARANGGA RAMADHIKA S.W","male"
"CHRISTOFORINE HALIM","female"
"TJARMAN B. RAKIMAN","male"
"KHOIRUL SHOLEH","male"
"HJ MARIYAM","female"
"ERNI RATIH","female"
"NEILA CAHYANI","female"
"FITRIA WAHDAH","female"
"BAMBANG IRIANTO","male"
"SUSANTI","female"
"HJ. SUSTIA HERMI","female"
"AKMALIA HIDAYATI MURSYIDAH","female"
"EKA YUNITA SARI","female"
"ROHMANI","female"
"RAFNIE ARIZTIANI","female"
"SARBINI BIN H NAHIRI","male"
"SRI WIDIADEWI","female"
"DR MED DAVID LUCMAN","male"
"HADEDY SELAYU","female"
"ANDYTHA SOEKSMONOSOEMITRO","female"
"ARYA KANDURUAN S A","male"
"WIDIJASTORO NUGROHO","male"
"SATEMI WELASTRI","female"
"M.NANDA NUGROHO HARI P","male"
"MULYADI","male"
"RUKINI","female"
"DIAZ AFANDI","male"
"HENNY APRIYANI","female"
"INDAH PUJI LESTARI","female"
"M.A.M. EDDY ALAMSJAH","male"
"FADILA SYAMSUDIN","female"
"NURUL AGDALIANY MARLAUT","female"
"KHOLILA HANNUM DALIMUNTHE","female"
"NARUNTAKA","male"
"SUCI SRI INDAYATI","female"
"FARYDA","female"
"AMAYAS","female"
"ADELLA ADZHALY","female"
"NASTASSJA ISABELLE HADINATA","female"
"ALYSSA CHEUNG","female"
"RA.ENDYAH RUSMIYARSI","female"
"LISNANI","female"
"MUJI HARYANI","female"
"RUSTINI","female"
"JULFIKHSAN AHMAD MUKHTI","male"
"SINIANGTII PERMANA TJ","female"
"RUDI HARYADI","male"
"DODY BUDIYANTO","male"
"NY NINGSIH","female"
"MONIQUE ANABEL","female"
"YENI INDRIYANI","female"
"DARSONO","male"
"SLAMET SUHERMANTO","male"
"RAIS","male"
"CHOTIB","male"
"CHAIRUNNISYA","female"
"ADHITHAMA NUGROHO","male"
"YELLINA","female"
"ESTHER CLARA GABRIEL","female"
"DEDE LISBETH","female"
"MUHAMMAD IQBAL","male"
"WAWAN SUPRIYANTO","male"
"MAHARDINI RIZKY PUTRI","female"
"GILANG HELINDRO","male"
"IRFIN SITOMPUL EFFENDI","female"
"IR. SUDARYONO","male"
"TSAMARAH TSABITAH","female"
"HANIFA RIZQY ARIANI","female"
"SARYI","female"
"DRS.H.T.AMIRUDDIN","male"
"A JUHIBBULLAH","male"
"RIZKY PUJI AMALIA","female"
"RISKI RAHMAWATI","female"
"LUCYANA SETIAWAN","female"
"KEMAL DWI HERDIAWAN","male"
"RIZKI MUBAROK","male"
"ESIH JUMAH","female"
"CATHARINA SUDARMI","female"
"ANIK VITRIA","female"
"KIM EUN MI","female"
"NELLY ANGGREANI","female"
"TITI SURYATI","female"
"NUR LAILI RAHMAH","female"
"ASIFAH FAUZIAH","female"
"NURYATI","female"
"STEVEN OENTORO","male"
"NY.HELENA ANWAR","female"
"RONNY L KESAULYA","male"
"MARCO HERBERTUS TANZIL","male"
"PETRUS BELEN","male"
"CUT RIKA MAHARANI","female"
"WIRDA SARI","female"
"ANTONIA KARINA GINA","female"
"ZEKINERI ADENA","male"
"M.C SUMARJONO BSC","male"
"BUDI HARDJO","male"
"PRIHARUM ASTINAH JUWONO","female"
"M. ARDIYANSYAH","male"
"VICA DAMAYANTI","female"
"EVHA ERIBSYANTIE","female"
"DENY ABDURAHMAN","male"
"H KASMAD HADISAROSO","male"
"MASROH A MANAP","female"
"BUDI NURWONO","male"
"ANDI SUHANDI","male"
"SUNARSIH","female"
"ROBBY BAHRI","male"
"DR RAYUNG ANDADARI","female"
"SUMARDI","male"
"DINKA PRATIWI","female"
"LENA AULIA","female"
"FIRMANSYAH","male"
"TJUT ANDJANI YUZAR","female"
"SINTAWATI","female"
"RUDI IRVAN","male"
"SUPARMIN","male"
"CORRY KRISTIANA HAMDANI","female"
"NURYATI","female"
"A.ZUSANA DEWI","female"
"DYAN NUR RAMADHAN","male"
"IR WIRAWAN HARTANTO","male"
"FAJRAH","female"
"SITI FARWITAH","female"
"BOUTROS ADAM","male"
"MARIA CHRISTINA PENY ASTITI RAHA","female"
"ENENG SURYATI","female"
"SAHRULLOH","male"
"KEMALA FIRDAUSI","female"
"INDAH LUWITA SARI","female"
"MUINAH","female"
"",""
"HARUN","male"
"RODIYAH","female"
"HJ NOOR SALIM","female"
"ALI RASIKIN","male"
"",""
"NY MULIA","female"
"RAYMOND R TJANDRAWINATA","male"
"SILVIA RIYANTI","female"
"ROMDANIH","male"
"CHAIDIR SOFYAN","male"
"MOEKTI KARTIASA ALIKIN","male"
"MURNIYATI","female"
"ARI SETIAWAN","male"
"ERLINA SANJOTO","female"
"NURALAMSYAH","male"
"EKA NULDI PRASETYO","male"
"AZHARI","male"
"FITRI FEBRIANI","female"
"HJ.SRI MUKTIRIYANTI BSC","female"
"YAROH","female"
"HESTI WIDYATI","female"
"RAY ARMAND OGILVIE","male"
"NURMAWATI","female"
"E SUKARI","male"
"ENDANG HANDAYANI","female"
"M TOLIB ASRA JAYA","male"
"ERNAWATI","female"
"LANA TRININGSIH","female"
"ENNY DJUHAENI WIRAATMADJA","female"
"NGATINAH","female"
"AMAT","male"
"SEKTI PUTRI WINARSIH","female"
"TONI SUMARYADI","male"
"EVERISCA YULIANY ZULFIAR","female"
"KLARA","female"
"NY.SRI MURNI ALI SAID","female"
"NY SRI RACHMANI PALENEWEN","female"
"HILMA ADIANDRA NAYANTINA","female"
"M HARKUSPI","female"
"BOBY ENDRASWORO","male"
"TAUFIQ HIDAYATULLAH","male"
"HARTANTI YUNIARI S EDDY A","female"
"DEWI NOVIANTI","female"
"ACHMAD FARUK","male"
"IRA FATIHA","female"
"AMELIA NATASHA HILAL","female"
"SULASTRI","female"
"R BAYU TRIYUDHANTO ADHI","male"
"SENA AMANDA","female"
"ABDUL AZIZ","male"
"WIDAYATI IDAMAN","female"
"TJHIU LINDA MARCELLA","female"
"SHABRINA SARAYA","female"
"MUNASIR","male"
"IR.KOKKE TMPBLN HARAHAP","female"
"GRACE DEBORA SITOHANG","female"
"ESIH SUKAISIH","female"
"TRI WAHYUNI","female"
"KOMALA SARI","female"
"AAM AMINI","female"
"PUTRI NUR HAQIQIH","female"
"ENDAM EKAWATI","female"
"MUNANIH","female"
"SURYO HADI MUKTI","male"
"ADHY PUTRAKA I.WAHIDIYAT","male"
"RAISITA NUR FITRIANTI","female"
"H.ADNANI SUWANTO","male"
"YOGI KRISTOFER GUNARIO","male"
"HARYA DIGDAYA AGUS P","male"
"RISKI CAHYA","male"
"MUCHSIN AL ANSORI","male"
"AGUS SUGENG PURWANTO","male"
"ONG SUZANNE","female"
"KURNIADI","male"
"AHMAD JAHIDI B WIRYA","male"
"ANNISA","female"
"GANNU HERLAMBANG","male"
"ANNIS SEVTIYANI","female"
"SHELA NUR ARIFAH","female"
"AHMED RIFAI","male"
"YULIANA","female"
"NURHANIZAH ROVIQOH. D","female"
"PERDANA YUDHISTIRA","male"
"NABHILLA APRILIANA A","female"
"RINCEU NOVIATIN","female"
"MUHARI","male"
"MARSELA ATMADJA","female"
"AAN SUWARNI","female"
"LIA AMALIA SE","female"
"IRMA WIJANANI","female"
"SUKARTIK","female"
"JAMES D.","male"
"WENDI ASMARA","male"
"ITJE LIANI","female"
"ADE DWI S","male"
"ZULKARDI HERYONO","male"
"A.A AYU LAKSMI ANGAYASTI","female"
"DICKY FERDIANSYAH","male"
"PAULUS ORIANDO BIRI","male"
"PARASWARA RAHMA AULIA","female"
"",""
"HENDRA PUNGKASWARA","male"
"AMELIA NURHASANAH","female"
"ARIEF HIDAYAT","male"
"SITI ROKAYAH","female"
"AHMAD YUSUF","male"
"TEUKU MUHARAM ERIZAL.S.","male"
"CANZHA ABDUL PUTRI","female"
"ZURHAIDA R DATUK","female"
"TARNI","female"
"FARIDA HERAYANI","female"
"BRIYANKA DIENDA ANDOKO","female"
"AGUS SALIM AIDIH","male"
"SAFRUDDIN YUSUF","male"
"PUTRI SHINTA HARUM SARI","female"
"CONITA BRILIANA IRAWAN","female"
"ABDUL YAZID MUTA'ALI","male"
"HARTINI","female"
"LAY SIOE HO","male"
"ALOISIUS AVERY RAWUNG","male"
"ARIS PURWANTO","male"
"",""
"MUHAMMAD IQBAL","male"
"MUHAMMAD RAKHA DINATA","male"
"NY.SUHARTI","female"
"ABDUL CHOIR","male"
"PRIO UTOMO","male"
"SHELLA SEPTIANINGSIH","female"
"FADEL KEMAL PASAH","male"
"AZIS ARDIANSYAH","male"
"IR.HERMAN TJAHJA","male"
"D E R I","male"
"NY DYAHADY PANGESTUTI","female"
"SUPARTI","female"
"GAMAL IRZANTAMA ZAHAR","male"
"AJI PRAMONO","male"
"AMANDA EKA PERTIWI","female"
"ADINDA WAHYU PUTRI","female"
"MUHAMMAD ANIS","male"
"CAROLINE","female"
"WAWAN HERI PRIONO","male"
"ELLYA SUSANAH","female"
"FIRNA HARYANA","female"
"IVONNE SAPTO PANGRUNGU","female"
"E ROSTIKA","female"
"SUKATMI","female"
"ADE KURNIAWAN","male"
"ANITA DEWAYANI","female"
"ANDI AHYAR","male"
"DHONA","male"
"H IR.YUSMAN","male"
"JOHAR PUSPITASARI","female"
"MONICA ALEXANDRA AFFANDY","female"
"SRI INDAH GUSNIATI","female"
"RUDI","male"
"FRED PAPILAYA","male"
"DRS AJI BANDI","male"
"",""
"DANIA ARINI","female"
"EDWARD KRISTOFFER BUDOJO","male"
"NADIA LISTYANINGRUM","female"
"APRIADE","male"
"SUNYOTO","male"
"NY MARIA","female"
"NY.SRI KUSHERMIN","female"
"RIZKY SUPRIADI","male"
"NY WASRI SOFIAH","female"
"MUHAMAD YUSUF","male"
"A.KARIM BIN SAHARUDIN","male"
"NOSINTA GUNAWAN","female"
"HARTININGSIH BT.AYUB.B","female"
"RIZAL OKTAVIA","male"
"MUJI PURNANDO","male"
"ROSIHAN RUSLI","male"
"SUGENG PRIYONO","male"
"",""
"AMALIA SHASLIKA MAHARANI","female"
"ERWIN KHISARA SIBARANI","male"
"NYAI MURSANI","female"
"IR DESTIALISMA, MSC","female"
"BELLE BINTANG BIAREZKY","female"
"AAN PRIATNA","male"
"JAMALLUDIN","male"
"KUSTIAH","female"
"IRA YULIANTI","female"
"ANITA DAMAYANTI","female"
"RIDHA DM WIRAKUSUMAH","male"
"OLLY TJAHJANA","female"
"SOETJIPTO","male"
"HARYATI","female"
"TESALONIKA MARTHA","female"
"DWI WINDIASTUTI","female"
"DUMASARI SIREGAR","female"
"INDAH DEWI YANI SH","female"
"PANCA B.C. TAMPUBOLON","male"
"SARIPUDIN","male"
"RIZKI ANISA MUTIARA","female"
"APRIA NINGRUM","female"
"SYAIFUL","male"
"RANGGA CIPTHA NUGRAHA SSN","male"
"ALMANAR","male"
"MARIA ULFAH","female"
"ERIN ISTRINA","female"
"ROBBY NOOR ISNAIN","male"
"SUWARNI","female"
"DANU FADEL ZULMI","male"
"THERESIA DJULIA SANTI","female"
"ANDRIYANTI AS","female"
"M ISNAN PAWENNEI","male"
"RAHMAT KURNIAWAN","male"
"DIMAS BUDIYANTO","male"
"YULINAR","female"
"DEFI EKO MARIANTI","female"
"NENENG HASANAH","female"
"DJUBAEDAH RACHMAT","female"
"SUSILAWATI","female"
"ROCHMAT SYAFARIAH","female"
"IKA SUCI RACHMAWATI","female"
"ISABELLA TIRTAWATI TASQIA","female"
"HARDONO H.W.","male"
"WAWAN PRATAMA PUTRA","male"
"ANNISA YULIASTUTI","female"
"RONALD IRAWAN","male"
"MUHAMAD ZAINUDDIN","male"
"CHRISTOPHER JUAN HENDRIYANTO","male"
"IKA HANDAYANI P MOKOGINTA","female"
"RIZKI RAMADHAN","male"
"SITI JUARIAH","female"
"KIMBERLY KOSASIH","female"
"AMINAH","female"
"NOVIYANI SARTIKA","female"
"NY PURBANINGSIH SH","female"
"SUKINAH","female"
"NAILAH","female"
"WAHYUDI DWI PUTRA","male"
"REYHAN DAHANANTO ARIYADI","male"
"IR. NASIRMAN NAZAR","male"
"MUHAMAD NURHASAN","male"
"D ACHYADI","male"
"ALVIN AGUS ELYANTO","male"
"A.SETYO BUDI RAHAYU,ST.SP","female"
"YULIE NATALIA ANGGRAINI C","female"
"MOCH SUBARI","male"
"YUNIAR PRASETYOWATI","female"
"RASIAN","male"
"NY.ERNINGSIH SUTANDI","female"
"SUKIRAH","female"
"DRS. PURWANTO","male"
"ALDO MEYER NAINGGOLAN","male"
"THEO SAMUEL TEJA","male"
"ALMAN","male"
"HERUDIN","male"
"GIRI PUJI ASTUTIE","female"
"ELLYSIANA TANGARA","female"
"NURIFAH","female"
"BADRIATUN","female"
"ABDURAHMAN","male"
"RUSNAH","female"
"SUGIANTO","male"
"DIDIK SUPRIYANTO","male"
"ARDIAN HADI KUSUMA","male"
"TAN SHIA JOEN","female"
"SENI SAWDINI","female"
"DR.IR.RONNIE H RUSLI","male"
"KUSWANTO WIDJAJA","male"
"WAHYU IKA TANTI","female"
"DIDIK WAHYUDI, SE","male"
"MAISAROH","female"
"ROSMIATI","female"
"S O E P A R N I","female"
"MARTINUS HENDRI KESUMA","male"
"SUPARJIYO","male"
"CHARISSA MIRA","female"
"KAMILIA ZAHRA","female"
"SOESATIJO","male"
"RAHMADHAN ADITYAN","male"
"MARGARETTE AL TANGKUDUNG","female"
"LONGGASARI HARAHAP","female"
"ROSANAH","female"
"IR EFFENDI MOECHTAR","male"
"DEWI ASTI","female"
"LUSY WULANDARI","female"
"SITI AMELIA HADIST ESTERLITA","female"
"HJ.IDA PRIATNI","female"
"",""
"SARAH BERNADETTE TEJA","female"
"PUJI ARI ASTUTI","female"
"MUTIARA RASYID","female"
"OLIVYA HERYANTO","female"
"MELIYAH","female"
"DRS.TRISWONO NILAM MSC","male"
"HOTMARTUA MANGAPUL","male"
"INDRIATI LAZUARDI","female"
"ARIF ROCHMAN","male"
"SITI MAHARYA","female"
"A.HENOCH J.SITOMPUL","male"
"ASTARI KHAIRUNNISA ISNAN","female"
"INTAN PURNAMA SARI","female"
"HENI WIDIORINI","female"
"ALLYA RIFANI","female"
"DEBORAH P HUTAHURUK","female"
"DINI SETYOWATI","female"
"ANDRIANSYAH BUDI SUMBODO","male"
"SITI ASMAH","female"
"CHRISTINA NILAM","female"
"THORY PRABAWA","male"
"RETNO KOMALASARI","female"
"WINDA TJHIE","female"
"NURJULIAR O S K","female"
"NANCY PAAT SITOMPUL","female"
"JANUAR RIZKI","male"
"AHMAD FARKHAN","male"
"ELIZA KARTIKA JAMBAK","female"
"MUHAMMAD FIONO","male"
"AEMILIA VANIA","female"
"DEDE SULAEMAN","male"
"PARSI","female"
"ANDRIANSYAH PUTRA","male"
"ERIKA UJIANA SARAGI","female"
"YULIANI","female"
"AINUL S WULANDARI","female"
"NAUFAL SHIDQI ANDYARA","male"
"SULAMI","female"
"FELMIANTY DEBORA","female"
"NUR AHMAD FARIZ PERDANA","male"
"SITI MUFTIQOH","female"
"",""
"CHRISTIAN RAPHAEL","male"
"SOEDJONO WIBOWO","male"
"JESSICA NADIA","female"
"SAIH","male"
"PROF DR H PRIYATNA A","male"
"SHABRINA CHAALISHOH","female"
"NY RE SOEMARYATI DJOHAN","female"
"NOVITAH","female"
"HANAPI","male"
"MUHAMMAD FAUZI","male"
"HANAFIANTI WIOYA L","female"
"MIRA DAMITA ATMADJA","female"
"ENDAH SEKAR ARUM","female"
"PINKAN PRISTA SOEDJITA","female"
"POETRI RACHMANI LESTARI","female"
"HENNY HENDRATIE","female"
